village_code,village_name,latitude,longitude,population,vulnerable_population,road_access,hospital_distance,shelter_capacity,available_water,food_stock,medical_capacity,rainfall,river_level,flood_history,building_damage,water_level,hazard_score,safe_capacity,capacity_ratio,relocation_score,risk_level,capacity_status,relocation_priority
162132,Tendua,25.118773,81.604049,603,163,2,24.0,970,10000,20000,0,248.3287,3.0962,1,1,0.709,40.3044,2888.0,0.2088,33.1122,LOW,SAFE,MEDIUM
162132,Tendua,25.118773,81.604049,603,163,2,24.0,970,10000,20000,0,127.2794,8.4374,2,5,8.8805,78.919,2888.0,0.2088,46.4482,CRITICAL,SAFE,MEDIUM
162132,Tendua,25.118773,81.604049,603,163,2,24.0,970,10000,20000,0,234.2911,3.0373,3,5,9.2209,73.2641,2888.0,0.2088,46.9168,HIGH,SAFE,MEDIUM
162133,Kuwari Bhandwar,25.10536,81.613606,730,246,2,24.0,2460,10000,20000,0,34.352,3.0647,0,4,3.3374,57.5807,3484.0,0.2095,33.9573,MEDIUM,SAFE,MEDIUM
162133,Kuwari Bhandwar,25.10536,81.613606,730,246,2,24.0,2460,10000,20000,0,188.573,4.0944,4,2,4.1832,58.3677,3484.0,0.2095,35.5865,MEDIUM,SAFE,MEDIUM
162133,Kuwari Bhandwar,25.10536,81.613606,730,246,2,24.0,2460,10000,20000,0,85.2995,6.1718,4,1,6.8617,59.0939,3484.0,0.2095,35.3579,MEDIUM,SAFE,MEDIUM
162133,Kuwari Bhandwar,25.10536,81.613606,730,246,2,24.0,2460,10000,20000,0,246.1202,2.3839,1,2,6.5655,56.8923,3484.0,0.2095,28.9606,MEDIUM,SAFE,LOW
162133,Kuwari Bhandwar,25.10536,81.613606,730,246,2,24.0,2460,10000,20000,0,164.0499,6.1589,3,1,5.2859,55.2781,3484.0,0.2095,32.7914,MEDIUM,SAFE,MEDIUM
162134,Raipura Dixit,25.107833,81.633513,125,112,2,25.0,270,10000,5000,0,370.758,8.8859,5,4,5.0716,100.0,1108.0,0.1128,60.0341,CRITICAL,SAFE,HIGH
162134,Raipura Dixit,25.107833,81.633513,125,112,2,25.0,270,10000,5000,0,341.8111,6.583,1,5,2.4467,100.0,1108.0,0.1128,59.2592,CRITICAL,SAFE,MEDIUM
162134,Raipura Dixit,25.107833,81.633513,125,112,2,25.0,270,10000,5000,0,252.463,9.8829,3,0,0.5526,73.5877,1108.0,0.1128,43.618,HIGH,SAFE,MEDIUM
162134,Raipura Dixit,25.107833,81.633513,125,112,2,25.0,270,10000,5000,0,96.204,2.4307,5,4,8.0519,75.9568,1108.0,0.1128,49.8108,CRITICAL,SAFE,MEDIUM
162134,Raipura Dixit,25.107833,81.633513,125,112,2,25.0,270,10000,5000,0,60.1968,6.8703,5,1,1.3843,62.4173,1108.0,0.1128,41.9716,MEDIUM,SAFE,MEDIUM
162135,Karia Kalan,25.115854,81.644899,1121,276,2,23.0,1940,10000,20000,0,299.0708,2.8819,3,0,4.7577,56.0057,3276.0,0.3422,36.5331,MEDIUM,SAFE,MEDIUM
162135,Karia Kalan,25.115854,81.644899,1121,276,2,23.0,1940,10000,20000,0,226.46,9.9623,3,0,1.2773,59.7098,3276.0,0.3422,31.0421,MEDIUM,SAFE,MEDIUM
162135,Karia Kalan,25.115854,81.644899,1121,276,2,23.0,1940,10000,20000,0,1.9371,9.0084,3,2,1.2627,49.5126,3276.0,0.3422,32.8219,LOW,SAFE,MEDIUM
162135,Karia Kalan,25.115854,81.644899,1121,276,2,23.0,1940,10000,20000,0,134.5572,1.6384,4,1,1.8463,46.2205,3276.0,0.3422,32.0841,LOW,SAFE,MEDIUM
162135,Karia Kalan,25.115854,81.644899,1121,276,2,23.0,1940,10000,20000,0,199.2643,8.9726,2,2,0.1107,53.3646,3276.0,0.3422,36.4563,MEDIUM,SAFE,MEDIUM
162137,Deori Beni,25.101457,81.651453,1006,424,2,25.0,2230,10000,20000,0,262.5297,9.3382,0,3,6.0812,67.1095,3392.0,0.2966,42.3334,HIGH,SAFE,MEDIUM
162137,Deori Beni,25.101457,81.651453,1006,424,2,25.0,2230,10000,20000,0,55.7778,5.743,0,4,8.8983,53.6633,3392.0,0.2966,42.5224,MEDIUM,SAFE,MEDIUM
162137,Deori Beni,25.101457,81.651453,1006,424,2,25.0,2230,10000,20000,0,332.3949,5.7987,0,5,6.1421,76.2945,3392.0,0.2966,49.5864,CRITICAL,SAFE,MEDIUM
162137,Deori Beni,25.101457,81.651453,1006,424,2,25.0,2230,10000,20000,0,125.7812,1.0485,3,2,4.5263,52.9646,3392.0,0.2966,40.4266,MEDIUM,SAFE,MEDIUM
162137,Deori Beni,25.101457,81.651453,1006,424,2,25.0,2230,10000,20000,0,277.6308,8.6918,2,1,6.5107,70.6354,3392.0,0.2966,40.0821,HIGH,SAFE,MEDIUM
162138,Pura Bhattu,25.102897,81.63928,887,698,2,25.0,1680,10000,20000,0,292.3082,8.2118,5,1,4.3991,86.2251,3172.0,0.2796,54.6969,CRITICAL,SAFE,MEDIUM
162138,Pura Bhattu,25.102897,81.63928,887,698,2,25.0,1680,10000,20000,0,223.7931,5.116,0,0,3.3376,51.0777,3172.0,0.2796,38.8797,LOW,SAFE,MEDIUM
162138,Pura Bhattu,25.102897,81.63928,887,698,2,25.0,1680,10000,20000,0,154.8503,3.6838,2,0,3.0025,49.0074,3172.0,0.2796,40.2466,LOW,SAFE,MEDIUM
162138,Pura Bhattu,25.102897,81.63928,887,698,2,25.0,1680,10000,20000,0,180.9912,6.1142,0,0,7.3246,45.1388,3172.0,0.2796,33.7839,LOW,SAFE,MEDIUM
162138,Pura Bhattu,25.102897,81.63928,887,698,2,25.0,1680,10000,20000,0,225.9806,2.6502,5,5,6.5437,87.5181,3172.0,0.2796,56.6602,CRITICAL,SAFE,MEDIUM
162139,Newaria,25.090205,81.643276,681,146,2,32.0,2840,10000,5000,0,311.2378,2.2893,1,3,4.3277,59.2747,2136.0,0.3188,39.7714,MEDIUM,SAFE,MEDIUM
162139,Newaria,25.090205,81.643276,681,146,2,32.0,2840,10000,5000,0,91.7743,6.8574,5,4,5.9237,80.9713,2136.0,0.3188,47.9654,CRITICAL,SAFE,MEDIUM
162139,Newaria,25.090205,81.643276,681,146,2,32.0,2840,10000,5000,0,388.838,4.8875,1,4,8.2585,74.0974,2136.0,0.3188,46.3869,HIGH,SAFE,MEDIUM
162139,Newaria,25.090205,81.643276,681,146,2,32.0,2840,10000,5000,0,102.2953,9.7865,2,5,3.3965,77.3734,2136.0,0.3188,44.3086,CRITICAL,SAFE,MEDIUM
162139,Newaria,25.090205,81.643276,681,146,2,32.0,2840,10000,5000,0,231.1608,5.7509,2,2,7.6574,63.1922,2136.0,0.3188,39.1283,MEDIUM,SAFE,MEDIUM
162140,Harkhoria Khurd,25.092346,81.631786,215,37,2,33.0,1150,10000,5000,0,379.1852,4.7973,3,5,0.1107,79.8037,1460.0,0.1473,43.8608,CRITICAL,SAFE,MEDIUM
162140,Harkhoria Khurd,25.092346,81.631786,215,37,2,33.0,1150,10000,5000,0,249.9656,2.7116,2,5,1.0308,66.9452,1460.0,0.1473,41.1474,HIGH,SAFE,MEDIUM
162140,Harkhoria Khurd,25.092346,81.631786,215,37,2,33.0,1150,10000,5000,0,154.5949,9.1953,4,0,8.1394,52.983,1460.0,0.1473,32.173,MEDIUM,SAFE,MEDIUM
162140,Harkhoria Khurd,25.092346,81.631786,215,37,2,33.0,1150,10000,5000,0,33.7444,2.5418,4,0,2.371,28.7849,1460.0,0.1473,19.4294,LOW,SAFE,LOW
162140,Harkhoria Khurd,25.092346,81.631786,215,37,2,33.0,1150,10000,5000,0,39.537,9.1699,5,2,3.6157,61.1576,1460.0,0.1473,36.4049,MEDIUM,SAFE,MEDIUM
162141,Harkhoria Kalan,25.08624,81.63261,160,33,2,32.0,360,10000,5000,0,134.4969,3.4569,5,4,5.0914,68.3456,1144.0,0.1399,38.3217,HIGH,SAFE,MEDIUM
162141,Harkhoria Kalan,25.08624,81.63261,160,33,2,32.0,360,10000,5000,0,165.4266,5.8117,3,5,2.6242,63.6838,1144.0,0.1399,39.7827,MEDIUM,SAFE,MEDIUM
162141,Harkhoria Kalan,25.08624,81.63261,160,33,2,32.0,360,10000,5000,0,367.7847,9.9096,0,2,3.3874,66.0437,1144.0,0.1399,31.9421,HIGH,SAFE,MEDIUM
162141,Harkhoria Kalan,25.08624,81.63261,160,33,2,32.0,360,10000,5000,0,299.0304,1.0838,5,0,8.8341,60.4887,1144.0,0.1399,33.2924,MEDIUM,SAFE,MEDIUM
162141,Harkhoria Kalan,25.08624,81.63261,160,33,2,32.0,360,10000,5000,0,275.1336,3.1727,0,1,6.2932,39.4668,1144.0,0.1399,27.1178,LOW,SAFE,LOW
162142,Pahari Kalan,25.080133,81.630931,1154,660,2,30.0,2350,10000,20000,0,246.7775,9.9621,1,1,2.7689,64.2036,3440.0,0.3355,42.4497,HIGH,SAFE,MEDIUM
162142,Pahari Kalan,25.080133,81.630931,1154,660,2,30.0,2350,10000,20000,0,328.2189,6.8728,0,0,2.3074,54.411,3440.0,0.3355,40.8057,MEDIUM,SAFE,MEDIUM
162142,Pahari Kalan,25.080133,81.630931,1154,660,2,30.0,2350,10000,20000,0,53.0889,9.1128,5,0,0.3456,59.6926,3440.0,0.3355,38.2337,MEDIUM,SAFE,MEDIUM
162142,Pahari Kalan,25.080133,81.630931,1154,660,2,30.0,2350,10000,20000,0,199.9776,7.5395,3,0,0.2501,61.5291,3440.0,0.3355,40.4433,MEDIUM,SAFE,MEDIUM
162142,Pahari Kalan,25.080133,81.630931,1154,660,2,30.0,2350,10000,20000,0,396.1075,8.6196,0,4,8.2416,92.1314,3440.0,0.3355,57.9762,CRITICAL,SAFE,MEDIUM
162143,Nauriha Uperhar,25.065079,81.631082,1766,764,2,29.0,3550,10000,20000,0,305.8073,2.3709,4,0,3.5365,57.0767,3920.0,0.4505,32.6829,MEDIUM,SAFE,MEDIUM
162143,Nauriha Uperhar,25.065079,81.631082,1766,764,2,29.0,3550,10000,20000,0,241.5615,4.9292,4,2,9.7563,79.788,3920.0,0.4505,49.5282,CRITICAL,SAFE,MEDIUM
162143,Nauriha Uperhar,25.065079,81.631082,1766,764,2,29.0,3550,10000,20000,0,29.5817,8.2906,5,2,8.4102,70.3368,3920.0,0.4505,43.2514,HIGH,SAFE,MEDIUM
162143,Nauriha Uperhar,25.065079,81.631082,1766,764,2,29.0,3550,10000,20000,0,183.7034,4.7737,0,2,6.8418,49.9912,3920.0,0.4505,39.3184,LOW,SAFE,MEDIUM
162143,Nauriha Uperhar,25.065079,81.631082,1766,764,2,29.0,3550,10000,20000,0,117.2379,5.9372,2,1,5.6834,48.3881,3920.0,0.4505,32.73,LOW,SAFE,MEDIUM
162144,Naubasta,25.056925,81.616645,144,38,2,32.0,320,10000,5000,0,129.9368,9.9309,1,1,9.3177,60.3438,1128.0,0.1277,34.4257,MEDIUM,SAFE,MEDIUM
162144,Naubasta,25.056925,81.616645,144,38,2,32.0,320,10000,5000,0,269.481,3.9109,3,5,5.0962,76.7407,1128.0,0.1277,44.0705,CRITICAL,SAFE,MEDIUM
162144,Naubasta,25.056925,81.616645,144,38,2,32.0,320,10000,5000,0,285.3595,7.4074,0,5,5.0142,73.5864,1128.0,0.1277,40.3146,HIGH,SAFE,MEDIUM
162144,Naubasta,25.056925,81.616645,144,38,2,32.0,320,10000,5000,0,348.559,8.6925,1,0,9.9736,61.9681,1128.0,0.1277,34.8914,MEDIUM,SAFE,MEDIUM
162144,Naubasta,25.056925,81.616645,144,38,2,32.0,320,10000,5000,0,186.4358,7.9874,5,2,8.8042,83.5038,1128.0,0.1277,47.3408,CRITICAL,SAFE,MEDIUM
162145,Singhpur,25.072301,81.655902,515,211,2,25.0,940,10000,5000,0,18.0623,1.8445,0,0,8.7387,20.4897,1376.0,0.3743,24.6523,LOW,SAFE,LOW
162145,Singhpur,25.072301,81.655902,515,211,2,25.0,940,10000,5000,0,78.0087,8.9323,0,4,6.8607,51.4881,1376.0,0.3743,41.8271,LOW,SAFE,MEDIUM
162145,Singhpur,25.072301,81.655902,515,211,2,25.0,940,10000,5000,0,176.1338,9.5069,4,3,8.6498,78.9732,1376.0,0.3743,48.4995,CRITICAL,SAFE,MEDIUM
162145,Singhpur,25.072301,81.655902,515,211,2,25.0,940,10000,5000,0,399.1358,2.3081,1,0,2.7888,55.5494,1376.0,0.3743,24.6548,MEDIUM,SAFE,LOW
162145,Singhpur,25.072301,81.655902,515,211,2,25.0,940,10000,5000,0,71.0791,9.1354,1,2,0.8746,49.3575,1376.0,0.3743,30.7082,LOW,SAFE,MEDIUM
162146,Basidewa,25.080056,81.659231,185,35,2,25.0,320,10000,5000,0,352.6741,6.654,1,5,7.5865,75.5316,1128.0,0.164,43.3965,CRITICAL,SAFE,MEDIUM
162146,Basidewa,25.080056,81.659231,185,35,2,25.0,320,10000,5000,0,123.924,4.0418,5,0,8.5064,51.5969,1128.0,0.164,27.7342,LOW,SAFE,LOW
162146,Basidewa,25.080056,81.659231,185,35,2,25.0,320,10000,5000,0,299.0413,1.0344,2,0,7.8064,58.6743,1128.0,0.164,33.717,MEDIUM,SAFE,MEDIUM
162146,Basidewa,25.080056,81.659231,185,35,2,25.0,320,10000,5000,0,361.3492,9.275,1,3,8.204,69.3617,1128.0,0.164,40.1107,HIGH,SAFE,MEDIUM
162146,Basidewa,25.080056,81.659231,185,35,2,25.0,320,10000,5000,0,345.6273,7.9954,0,4,2.7645,68.8278,1128.0,0.164,35.9521,HIGH,SAFE,MEDIUM
162147,Jigna,25.09952,81.661974,721,312,2,25.0,1330,10000,5000,0,388.5872,9.7937,4,0,9.6369,88.6818,1532.0,0.4706,50.2416,CRITICAL,SAFE,MEDIUM
162147,Jigna,25.09952,81.661974,721,312,2,25.0,1330,10000,5000,0,84.8017,8.4384,4,5,1.9572,70.8757,1532.0,0.4706,52.9015,HIGH,SAFE,MEDIUM
162147,Jigna,25.09952,81.661974,721,312,2,25.0,1330,10000,5000,0,32.7856,6.174,4,0,4.8362,52.5353,1532.0,0.4706,39.9301,LOW,SAFE,MEDIUM
162147,Jigna,25.09952,81.661974,721,312,2,25.0,1330,10000,5000,0,384.2397,6.8955,1,1,4.7716,64.6717,1532.0,0.4706,37.5757,HIGH,SAFE,MEDIUM
162147,Jigna,25.09952,81.661974,721,312,2,25.0,1330,10000,5000,0,336.8451,8.7379,2,1,5.8284,80.3679,1532.0,0.4706,45.2255,CRITICAL,SAFE,MEDIUM
162148,Mando,25.084747,81.662728,265,233,2,21.0,440,10000,5000,0,322.4213,7.6406,1,1,7.3113,73.3651,1176.0,0.2253,50.5773,HIGH,SAFE,MEDIUM
162148,Mando,25.084747,81.662728,265,233,2,21.0,440,10000,5000,0,60.0989,8.0912,2,2,8.2163,65.9043,1176.0,0.2253,44.2872,HIGH,SAFE,MEDIUM
162148,Mando,25.084747,81.662728,265,233,2,21.0,440,10000,5000,0,209.3171,8.7193,5,4,9.9039,100.0,1176.0,0.2253,61.4797,CRITICAL,SAFE,HIGH
162148,Mando,25.084747,81.662728,265,233,2,21.0,440,10000,5000,0,106.7443,7.1527,5,4,1.0319,74.1958,1176.0,0.2253,49.3521,HIGH,SAFE,MEDIUM
162148,Mando,25.084747,81.662728,265,233,2,21.0,440,10000,5000,0,331.666,8.538,5,1,9.1304,94.9071,1176.0,0.2253,55.3202,CRITICAL,SAFE,MEDIUM
162149,Bhagdewa,25.107325,81.690918,691,295,2,30.0,2140,10000,20000,0,22.8645,4.3601,0,5,4.0667,53.9117,3356.0,0.2059,42.1871,MEDIUM,SAFE,MEDIUM
162149,Bhagdewa,25.107325,81.690918,691,295,2,30.0,2140,10000,20000,0,206.9232,7.6394,1,0,7.6095,55.6669,3356.0,0.2059,30.1545,MEDIUM,SAFE,MEDIUM
162149,Bhagdewa,25.107325,81.690918,691,295,2,30.0,2140,10000,20000,0,183.1759,6.0937,2,5,5.1799,76.6353,3356.0,0.2059,45.4414,CRITICAL,SAFE,MEDIUM
162149,Bhagdewa,25.107325,81.690918,691,295,2,30.0,2140,10000,20000,0,73.0714,9.3103,1,2,5.4443,51.3473,3356.0,0.2059,35.0065,LOW,SAFE,MEDIUM
162149,Bhagdewa,25.107325,81.690918,691,295,2,30.0,2140,10000,20000,0,329.3201,4.4143,2,1,6.683,62.4385,3356.0,0.2059,43.5007,MEDIUM,SAFE,MEDIUM
162150,Kapdaura,25.095376,81.696324,883,480,2,29.0,1470,10000,5000,0,49.4757,5.477,5,2,1.6344,64.1927,1588.0,0.556,50.8741,HIGH,SAFE,MEDIUM
162150,Kapdaura,25.095376,81.696324,883,480,2,29.0,1470,10000,5000,0,362.0351,8.3331,5,2,5.3992,93.3596,1588.0,0.556,60.9963,CRITICAL,SAFE,HIGH
162150,Kapdaura,25.095376,81.696324,883,480,2,29.0,1470,10000,5000,0,308.7973,1.4628,2,5,2.3327,75.6483,1588.0,0.556,52.1587,CRITICAL,SAFE,MEDIUM
162150,Kapdaura,25.095376,81.696324,883,480,2,29.0,1470,10000,5000,0,56.8849,4.9176,1,2,1.4771,44.8922,1588.0,0.556,34.7038,LOW,SAFE,MEDIUM
162150,Kapdaura,25.095376,81.696324,883,480,2,29.0,1470,10000,5000,0,132.6301,4.9214,3,1,7.9984,50.2325,1588.0,0.556,41.6625,LOW,SAFE,MEDIUM
162151,Baradih,25.079548,81.677126,315,260,2,34.0,640,20000,5000,0,173.4929,3.9714,5,5,0.1297,90.3651,1756.0,0.1794,56.9132,CRITICAL,SAFE,MEDIUM
162151,Baradih,25.079548,81.677126,315,260,2,34.0,640,20000,5000,0,191.9777,8.2533,4,0,2.01,76.0234,1756.0,0.1794,47.105,CRITICAL,SAFE,MEDIUM
162151,Baradih,25.079548,81.677126,315,260,2,34.0,640,20000,5000,0,132.2468,2.7397,1,4,4.6077,65.6685,1756.0,0.1794,50.5078,HIGH,SAFE,MEDIUM
162151,Baradih,25.079548,81.677126,315,260,2,34.0,640,20000,5000,0,121.9665,3.6063,4,5,8.4622,85.2605,1756.0,0.1794,59.4573,CRITICAL,SAFE,MEDIUM
162151,Baradih,25.079548,81.677126,315,260,2,34.0,640,20000,5000,0,242.9659,7.5151,0,0,7.7973,61.7573,1756.0,0.1794,42.2066,MEDIUM,SAFE,MEDIUM
162152,Lonipar,25.064411,81.677739,964,223,1,35.0,2320,10000,5000,0,202.9065,3.7888,0,0,0.5244,50.0121,1928.0,0.5,28.5946,LOW,SAFE,LOW
162152,Lonipar,25.064411,81.677739,964,223,1,35.0,2320,10000,5000,0,34.5625,2.2242,5,0,5.3652,43.3114,1928.0,0.5,26.9576,LOW,SAFE,LOW
162152,Lonipar,25.064411,81.677739,964,223,1,35.0,2320,10000,5000,0,16.1115,7.5991,4,0,7.7261,48.9057,1928.0,0.5,30.5657,LOW,SAFE,MEDIUM
162152,Lonipar,25.064411,81.677739,964,223,1,35.0,2320,10000,5000,0,191.6372,4.1254,1,3,9.0857,58.9939,1928.0,0.5,40.0883,MEDIUM,SAFE,MEDIUM
162152,Lonipar,25.064411,81.677739,964,223,1,35.0,2320,10000,5000,0,53.0073,9.7715,4,0,1.0643,54.4038,1928.0,0.5,34.3901,MEDIUM,SAFE,MEDIUM
162153,Itwan,25.069717,81.686215,198,116,2,33.0,330,10000,5000,0,108.0264,2.3085,0,2,9.3039,36.8631,1132.0,0.1749,31.8488,LOW,SAFE,MEDIUM
162153,Itwan,25.069717,81.686215,198,116,2,33.0,330,10000,5000,0,260.109,9.432,2,2,5.992,75.8512,1132.0,0.1749,52.2791,CRITICAL,SAFE,MEDIUM
162153,Itwan,25.069717,81.686215,198,116,2,33.0,330,10000,5000,0,49.6241,6.2421,3,3,1.5566,54.0266,1132.0,0.1749,36.8554,MEDIUM,SAFE,MEDIUM
162153,Itwan,25.069717,81.686215,198,116,2,33.0,330,10000,5000,0,219.6664,7.627,1,4,5.153,77.4336,1132.0,0.1749,51.5314,CRITICAL,SAFE,MEDIUM
162153,Itwan,25.069717,81.686215,198,116,2,33.0,330,10000,5000,0,62.8016,3.2089,2,1,9.7479,43.6484,1132.0,0.1749,32.9301,LOW,SAFE,MEDIUM
162154,Deora,25.061618,81.700304,4597,2117,2,25.0,8390,20000,20000,0,347.6518,2.7965,0,0,0.3425,43.5727,6356.0,0.7233,33.0598,LOW,SAFE,MEDIUM
162154,Deora,25.061618,81.700304,4597,2117,2,25.0,8390,20000,20000,0,262.6161,2.2819,1,0,5.3371,49.6097,6356.0,0.7233,35.3663,LOW,SAFE,MEDIUM
162154,Deora,25.061618,81.700304,4597,2117,2,25.0,8390,20000,20000,0,321.6467,1.5948,2,5,4.1561,71.0878,6356.0,0.7233,50.8468,HIGH,SAFE,MEDIUM
162154,Deora,25.061618,81.700304,4597,2117,2,25.0,8390,20000,20000,0,397.9579,9.3074,2,2,5.5073,82.9058,6356.0,0.7233,56.2887,CRITICAL,SAFE,MEDIUM
162154,Deora,25.061618,81.700304,4597,2117,2,25.0,8390,20000,20000,0,174.7257,4.4141,5,5,1.8317,76.6495,6356.0,0.7233,45.7641,CRITICAL,SAFE,MEDIUM
162155,Pandiwar,25.041916,81.696467,322,93,2,34.0,600,10000,20000,0,195.1978,5.8778,4,0,1.1588,53.9034,2740.0,0.1175,35.0622,MEDIUM,SAFE,MEDIUM
162155,Pandiwar,25.041916,81.696467,322,93,2,34.0,600,10000,20000,0,92.4053,2.1907,4,3,9.7781,58.4851,2740.0,0.1175,43.9884,MEDIUM,SAFE,MEDIUM
162155,Pandiwar,25.041916,81.696467,322,93,2,34.0,600,10000,20000,0,304.7054,1.8202,2,1,6.6061,48.7748,2740.0,0.1175,30.124,LOW,SAFE,MEDIUM
162155,Pandiwar,25.041916,81.696467,322,93,2,34.0,600,10000,20000,0,381.834,3.7102,4,5,6.3047,98.6513,2740.0,0.1175,56.2815,CRITICAL,SAFE,MEDIUM
162155,Pandiwar,25.041916,81.696467,322,93,2,34.0,600,10000,20000,0,301.5133,6.5821,4,5,0.7904,88.6051,2740.0,0.1175,52.447,CRITICAL,SAFE,MEDIUM
162156,Pura Binjhoo,25.039405,81.699139,7,2,1,33.0,100,10000,20000,0,166.6342,8.7984,2,3,2.6456,66.4647,2540.0,0.0028,35.3971,HIGH,SAFE,MEDIUM
162156,Pura Binjhoo,25.039405,81.699139,7,2,1,33.0,100,10000,20000,0,394.6933,2.4492,1,0,1.4844,54.5135,2540.0,0.0028,31.1315,MEDIUM,SAFE,MEDIUM
162156,Pura Binjhoo,25.039405,81.699139,7,2,1,33.0,100,10000,20000,0,119.6571,8.4652,3,2,2.995,58.8315,2540.0,0.0028,34.1947,MEDIUM,SAFE,MEDIUM
162156,Pura Binjhoo,25.039405,81.699139,7,2,1,33.0,100,10000,20000,0,360.6807,2.395,2,1,0.3566,52.6857,2540.0,0.0028,25.8677,LOW,SAFE,LOW
162156,Pura Binjhoo,25.039405,81.699139,7,2,1,33.0,100,10000,20000,0,39.9342,1.013,5,0,3.0153,35.2291,2540.0,0.0028,23.887,LOW,SAFE,LOW
162158,Satpura,25.040226,81.709242,1283,462,2,33.0,2180,10000,20000,0,346.0986,3.2823,0,1,8.9463,57.492,3372.0,0.3805,38.4086,MEDIUM,SAFE,MEDIUM
162158,Satpura,25.040226,81.709242,1283,462,2,33.0,2180,10000,20000,0,321.1893,3.788,2,5,3.5257,82.0161,3372.0,0.3805,48.8174,CRITICAL,SAFE,MEDIUM
162158,Satpura,25.040226,81.709242,1283,462,2,33.0,2180,10000,20000,0,0.9791,2.0385,3,4,2.3513,50.9236,3372.0,0.3805,35.5995,LOW,SAFE,MEDIUM
162158,Satpura,25.040226,81.709242,1283,462,2,33.0,2180,10000,20000,0,0.2452,4.9509,1,1,9.5174,44.5884,3372.0,0.3805,35.4875,LOW,SAFE,MEDIUM
162158,Satpura,25.040226,81.709242,1283,462,2,33.0,2180,10000,20000,0,388.8707,2.3785,0,2,5.8185,64.2322,3372.0,0.3805,36.9487,HIGH,SAFE,MEDIUM
162159,Patwar,25.039901,81.718259,284,122,2,32.0,370,10000,5000,0,249.5282,8.5801,5,1,1.4252,72.1278,1148.0,0.2474,40.5685,HIGH,SAFE,MEDIUM
162159,Patwar,25.039901,81.718259,284,122,2,32.0,370,10000,5000,0,104.4921,6.0804,4,0,9.5296,56.0115,1148.0,0.2474,35.4281,MEDIUM,SAFE,MEDIUM
162159,Patwar,25.039901,81.718259,284,122,2,32.0,370,10000,5000,0,347.327,6.259,0,3,2.5226,67.7963,1148.0,0.2474,47.6972,HIGH,SAFE,MEDIUM
162159,Patwar,25.039901,81.718259,284,122,2,32.0,370,10000,5000,0,17.0384,2.5944,4,0,3.4504,40.4639,1148.0,0.2474,32.6243,LOW,SAFE,MEDIUM
162159,Patwar,25.039901,81.718259,284,122,2,32.0,370,10000,5000,0,120.5839,2.1433,2,4,6.4309,60.4402,1148.0,0.2474,36.2054,MEDIUM,SAFE,MEDIUM
162160,Chaukhata,25.052547,81.732019,996,656,2,30.0,1690,10000,5000,0,244.7612,1.0191,3,5,0.8258,76.6449,1676.0,0.5943,56.1811,CRITICAL,SAFE,MEDIUM
162160,Chaukhata,25.052547,81.732019,996,656,2,30.0,1690,10000,5000,0,116.065,2.4599,0,1,1.2335,35.7753,1676.0,0.5943,37.8948,LOW,SAFE,MEDIUM
162160,Chaukhata,25.052547,81.732019,996,656,2,30.0,1690,10000,5000,0,363.9236,6.7795,1,2,8.1517,81.3854,1676.0,0.5943,55.3422,CRITICAL,SAFE,MEDIUM
162160,Chaukhata,25.052547,81.732019,996,656,2,30.0,1690,10000,5000,0,399.9889,8.2064,3,3,2.5363,93.6042,1676.0,0.5943,63.5407,CRITICAL,SAFE,HIGH
162160,Chaukhata,25.052547,81.732019,996,656,2,30.0,1690,10000,5000,0,67.5862,2.5744,5,3,9.5194,73.63,1676.0,0.5943,48.778,HIGH,SAFE,MEDIUM
162161,Jhajhara Chaube,25.065271,81.726123,1061,354,2,30.0,2170,10000,20000,0,190.9722,2.0743,2,4,9.5471,66.0109,3368.0,0.315,45.7658,HIGH,SAFE,MEDIUM
162161,Jhajhara Chaube,25.065271,81.726123,1061,354,2,30.0,2170,10000,20000,0,254.1045,2.9972,0,0,9.6591,38.7706,3368.0,0.315,31.8965,LOW,SAFE,MEDIUM
162161,Jhajhara Chaube,25.065271,81.726123,1061,354,2,30.0,2170,10000,20000,0,41.1937,8.866,2,1,7.3658,47.3287,3368.0,0.315,32.9103,LOW,SAFE,MEDIUM
162161,Jhajhara Chaube,25.065271,81.726123,1061,354,2,30.0,2170,10000,20000,0,296.3457,2.9761,0,2,0.7461,54.3681,3368.0,0.315,39.0771,MEDIUM,SAFE,MEDIUM
162161,Jhajhara Chaube,25.065271,81.726123,1061,354,2,30.0,2170,10000,20000,0,102.6808,9.6808,2,1,1.0959,47.8142,3368.0,0.315,35.3823,LOW,SAFE,MEDIUM
162162,Jhajhara Pandey,25.079517,81.719681,465,172,2,11.0,890,40000,20000,0,300.1154,8.2072,3,2,4.9995,68.6186,4356.0,0.1067,38.1361,HIGH,SAFE,MEDIUM
162162,Jhajhara Pandey,25.079517,81.719681,465,172,2,11.0,890,40000,20000,0,392.9068,2.7888,3,0,0.0177,52.1481,4356.0,0.1067,25.9614,LOW,SAFE,LOW
162162,Jhajhara Pandey,25.079517,81.719681,465,172,2,11.0,890,40000,20000,0,295.195,5.4606,5,1,3.7917,75.6205,4356.0,0.1067,44.0979,CRITICAL,SAFE,MEDIUM
162162,Jhajhara Pandey,25.079517,81.719681,465,172,2,11.0,890,40000,20000,0,21.5555,9.3602,2,1,4.8782,48.2676,4356.0,0.1067,28.8821,LOW,SAFE,LOW
