village_code,village_name,population,households,children_0_6,sc_population,st_population,area_hectares,population_density,children_ratio,sc_ratio,st_ratio,chc,phc,sub_health_centre,allopathic_hospital,dispensary,treated_tap_water,hand_pump,tube_well,river_canal,pond_lake,closed_drainage,no_drainage,national_highway,state_highway,major_district_road,black_topped_road,all_weather_road,footpath,mobile_coverage,internet_csc,pds_shop,anganwadi,asha,subdistrict_hq_distance_km,district_hq_distance_km,nearest_town_distance_km,vulnerability_score_100,vulnerability_category
162030,Chak Antri Dubha,25,4,6,0,0,103.0,0.2427184466019417,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,40.0,6.0,62.20998051496386,Medium
162031,Laund Khurd,1122,230,209,400,2,283.85,3.9527919675885146,0.1862745098039215,0.35650623885918,0.0017825311942959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,345.0,34.0,44.24253334006948,Medium
162032,Biharia,2191,382,407,912,0,958.86,2.285005110235071,0.1857599269739844,0.4162482884527613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,65.0,10.0,41.08133135892091,Medium
162033,Janwan,1552,282,341,745,0,642.78,2.414511963657861,0.2197164948453608,0.4800257731958763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,19.0,49.0,49.0,47.42424110454244,Medium
162034,Amgodar,486,85,96,251,0,141.74,3.42881332016368,0.1975308641975308,0.5164609053497943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,48.0,48.0,41.98255563532699,Medium
162035,Abhaipur,1142,267,197,858,0,276.25,4.133936651583711,0.1725043782837128,0.7513134851138353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,42.0,42.0,44.101685098517024,Medium
162036,Ledar,766,108,28,5,0,488.75,1.5672634271099743,0.0365535248041775,0.0065274151436031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,48.0,48.0,39.527021589053405,Medium
162037,Chak Arazi Garhwa,997,231,264,959,0,115.24,8.651509892398472,0.2647943831494483,0.9618856569709128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,55.0,55.0,52.27567412464197,Medium
162038,Ghivdoda,17,6,3,9,0,160.66,0.1058135192331632,0.1764705882352941,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,55.0,55.0,60.44552749304602,Medium
162039,Baisa,143,23,17,0,0,229.0,0.6244541484716157,0.1188811188811188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,44.0,3.0,41.092110947202606,Medium
162040,Sheorajpur,2564,446,513,1199,0,719.1,3.565568071200111,0.2000780031201248,0.4676287051482059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,40.0,40.0,40.98709878596063,Medium
162041,Benipur,2232,366,405,723,0,696.0,3.206896551724138,0.1814516129032258,0.3239247311827957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,44.0,3.0,30.5283720699149,Low
162042,Garha,2680,494,538,2218,0,503.06,5.327396334433268,0.2007462686567164,0.8276119402985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,13.0,50.0,50.0,49.54617548225776,Medium
162043,Kaotha,181,55,30,119,0,63.57,2.8472549944942585,0.1657458563535911,0.6574585635359116,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,10.0,40.0,40.0,53.37674684113064,Medium
162044,Lakhanpur,1517,281,213,323,242,358.2,4.235064209938582,0.1404087013843111,0.2129202373104812,0.1595253790375741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,45.0,45.0,50.9267489332553,Medium
162045,Hinauti Pandey,925,131,148,458,0,298.6,3.097789685197589,0.16,0.4951351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,46.0,46.0,59.06972259193136,Medium
162046,Malapur,644,105,103,62,0,170.2,3.783783783783784,0.1599378881987577,0.0962732919254658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,45.0,45.0,50.43509124156726,Medium
162047,Kapsu Antri,456,76,108,52,0,374.32,1.2182090190211583,0.2368421052631578,0.1140350877192982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,40.0,42.72553101226625,Medium
162048,Kapari,1990,358,367,858,0,513.3,3.8768751217611537,0.1844221105527638,0.4311557788944724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,35.0,35.0,44.514524903604894,Medium
162049,Khan Semra,842,140,195,578,0,413.99,2.033865552308027,0.2315914489311163,0.6864608076009501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,40.0,40.0,44.6303461579916,Medium
162050,Berui,645,100,121,152,0,156.39,4.124304623057741,0.1875968992248062,0.2356589147286821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,38.0,38.0,53.6424584751588,Medium
162051,Lakhar,427,65,70,38,0,61.2,6.977124183006536,0.1639344262295081,0.0889929742388758,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,40.0,38.983228395743446,Medium
162052,Jorwat,1079,204,166,410,40,194.02,5.561282342026595,0.1538461538461538,0.3799814643188137,0.0370713623725671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,47.0,47.0,39.29581033201975,Medium
162053,Tala,791,134,86,439,0,98.45,8.03453529710513,0.1087231352718078,0.5549936788874842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,45.0,45.0,53.03370697427135,Medium
162054,Chundwa,1032,186,133,155,0,123.92,8.327953518398967,0.128875968992248,0.1501937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,47.0,47.0,51.62635785928216,Medium
162055,Majhiari Bahelia,298,54,49,23,0,33.46,8.906156604901375,0.1644295302013423,0.0771812080536912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,47.0,47.0,57.351677293550175,Medium
162056,Pagwar,1623,321,286,841,0,175.0,9.274285714285714,0.1762168823166974,0.5181762168823167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,47.0,47.0,36.59207693433018,Medium
162057,Bakuliha,209,31,26,76,0,65.12,3.209459459459459,0.124401913875598,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,48.0,48.0,47.34887798073994,Medium
162058,Matarwar,76,12,12,0,0,92.45,0.822065981611682,0.1578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,49.0,49.0,46.43731189627254,Medium
162059,Gorkha,433,78,76,109,0,104.12,4.158663081060315,0.1755196304849884,0.2517321016166282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,50.0,50.0,48.36191915763342,Medium
162060,Bushra,1460,271,195,499,0,605.69,2.410474004853968,0.1335616438356164,0.3417808219178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,18.0,58.0,10.0,34.98153811145105,Medium
162061,Rai Patna,234,47,43,60,0,250.0,0.936,0.1837606837606837,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0,44.0,44.0,58.5000265210039,Medium
162062,Bandhwa,1256,198,241,535,0,178.28,7.045097599282029,0.1918789808917197,0.4259554140127388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,34.0,34.0,54.84250561576937,Medium
162063,Osa,1254,191,196,426,0,334.92,3.7441777140809744,0.1562998405103668,0.3397129186602871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,40.0,40.0,32.37485268736109,Low
162064,Telghana,1073,166,155,139,2,369.61,2.9030599821433403,0.1444547996272134,0.1295433364398881,0.0018639328984156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,36.0,36.0,46.81190650896527,Medium
162065,Sonbarsa,1671,558,236,782,1,736.56,2.268654284783317,0.1412327947336924,0.4679832435667265,0.0005984440454817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,40.0,40.0,50.85114253745281,Medium
162066,Pura Gaja,324,47,52,35,0,181.29,1.787191792156214,0.1604938271604938,0.1080246913580246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,40.0,40.0,39.59509376730223,Medium
162067,Sidh Tikar,2244,650,333,683,13,591.73,3.79227012319808,0.1483957219251337,0.3043672014260249,0.0057932263814616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,38.0,38.0,45.43463948193868,Medium
162068,Kherhar Kalan,863,194,75,317,0,203.71,4.23641451082421,0.0869061413673232,0.3673232908458864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,35.0,35.0,51.28466754739963,Medium
162069,Room,1301,458,190,231,0,352.63,3.689419504863455,0.1460415065334358,0.1775557263643351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,30.0,42.0,42.0,34.5873983975856,Medium
162070,Othgi Uperhar,284,47,54,35,0,151.2,1.8783068783068784,0.1901408450704225,0.1232394366197183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,32.0,40.0,40.0,45.56432465788929,Medium
162071,Bansi,1209,303,197,612,0,355.75,3.398453970484891,0.162944582299421,0.5062034739454094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,40.0,20.0,41.72576498668681,Medium
162072,Juhi,2078,557,254,530,0,862.04,2.410560994849427,0.12223291626564,0.2550529355149182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,28.0,48.0,48.0,46.70804042934169,Medium
162073,Kohandia,2236,340,368,730,0,736.97,3.034044805080261,0.1645796064400715,0.3264758497316636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,45.0,18.0,48.36119318638904,Medium
162074,Jamohara Brahman,0,0,0,0,0,25.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,45.0,45.0,45.0,Medium
162075,Jamohara Bhat,487,90,93,236,0,81.69,5.961562002693109,0.190965092402464,0.4845995893223819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,45.0,45.0,50.06375515550911,Medium
162076,Dihwa,215,33,44,0,0,115.8,1.8566493955094991,0.2046511627906976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,19.0,39.0,39.0,35.382546456734666,Medium
162077,Harro,2603,465,444,1053,91,369.74,7.040082219938335,0.1705724164425662,0.4045332308874376,0.0349596619285439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,42.0,42.0,49.93074264702069,Medium
162078,Batpara,69,11,5,0,0,40.3,1.7121588089330029,0.072463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,42.0,42.0,53.91098320379077,Medium
162079,Banbeharia,678,113,85,68,0,159.29,4.256387720509762,0.1253687315634218,0.1002949852507374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,43.0,43.0,41.10422501812959,Medium
162080,Dera,1637,326,286,639,0,406.48,4.027258413698091,0.1747098350641417,0.3903481979230299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15.0,45.0,45.0,38.19196911986111,Medium
162081,Bajaddi,1175,183,214,276,0,396.77,2.9614134133124987,0.182127659574468,0.2348936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,25.0,45.0,45.0,40.926737034256384,Medium
162082,Surwal Sahini,1703,295,308,534,47,286.16,5.951216102879507,0.180857310628303,0.3135642982971227,0.0275983558426306,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,40.0,40.0,38.73056764301587,Medium
162083,Surwalchand Puriya,259,43,38,0,0,113.59,2.280130293159609,0.1467181467181467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,42.0,42.0,56.16196939119406,Medium
162084,Deori Bargahi,18,5,3,0,0,60.97,0.2952271608988027,0.1666666666666666,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0,1.0,23.0,40.0,40.0,60.012139658680006,Medium
162085,Mawaiya Kalan,2276,428,422,485,4,523.89,4.344423447670312,0.1854130052724077,0.2130931458699472,0.0017574692442882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,45.0,45.0,48.5151280986387,Medium
162086,Phultara,1577,345,250,450,1,414.23,3.807063708567704,0.1585288522511097,0.2853519340519975,0.0006341154090044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,45.0,45.0,53.02097842749564,Medium
162087,Salaiya Paniyari,374,73,59,230,0,167.18,2.237109702117478,0.1577540106951871,0.6149732620320856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,40.0,40.0,59.56614262593679,Medium
162088,Salaiya Khurd,650,121,111,33,0,117.54,5.530032329419772,0.1707692307692307,0.0507692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,40.0,40.0,57.27098313369715,Medium
162089,Dihar Salaiya,307,56,41,0,0,58.07,5.2867229206130535,0.1335504885993485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,40.0,40.0,55.8905698995893,Medium
162090,Biharia Salaiya,889,192,122,12,0,69.58,12.776659959758552,0.1372328458942632,0.0134983127109111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,40.0,40.0,56.37651630822534,Medium
162091,Chhatar Garh,1183,256,230,0,0,160.47,7.37209447248707,0.1944209636517329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,45.0,45.0,57.80243404891304,Medium
162092,Jar Khori,1346,299,247,44,0,249.65,5.391548167434408,0.1835066864784546,0.0326894502228826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,40.0,40.0,57.557013472048205,Medium
162093,Gobar Hewar,436,145,43,31,0,84.22,5.176917596770363,0.0986238532110091,0.0711009174311926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,48.0,48.0,45.19376026074286,Medium
162094,Deo Khariya,151,30,30,80,0,47.96,3.1484570475396163,0.1986754966887417,0.5298013245033113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,51.0,51.0,60.40540186727079,Medium
162095,Naika,197,32,42,0,0,87.35,2.255294791070406,0.2131979695431472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,26.0,56.0,56.0,58.15534284701111,Medium
162096,Magha,220,35,29,109,0,64.1,3.43213728549142,0.1318181818181818,0.4954545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,55.0,55.0,58.23961337833266,Medium
162097,Kalyanpur,1359,279,226,586,0,282.75,4.806366047745359,0.166298749080206,0.4311994113318617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,45.0,45.0,44.009262629768806,Medium
162098,Gobra Sangram,96,19,14,0,0,61.42,1.5630087919244546,0.1458333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,47.0,47.0,56.10593715312885,Medium
162099,Badhaiya,527,175,60,138,0,105.08,5.015226494099734,0.1138519924098671,0.2618595825426945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,15.0,47.0,47.0,41.59774906913083,Medium
162100,Beohari,195,44,42,148,0,81.22,2.400886481162275,0.2153846153846154,0.7589743589743589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,45.0,5.0,47.02180070689824,Medium
162101,Gadamar,535,93,91,190,0,152.47,3.5088869941627863,0.1700934579439252,0.3551401869158878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,45.0,45.0,43.689455796069055,Medium
162102,Tikrohini Khurd,96,13,7,0,0,26.21,3.662724151087371,0.0729166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,45.0,45.0,34.0047768642442,Medium
162103,Tikrohini Hari,0,0,0,0,0,31.64,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,45.0,45.0,45.0,Medium
162104,Karia Khurd,1443,257,194,402,0,273.69,5.272388468705469,0.1344421344421344,0.2785862785862786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,48.0,48.0,34.80966123913182,Medium
162105,Mohini,0,0,0,0,0,9.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,45.0,45.0,45.0,Medium
162106,Ghorha Beonri,0,0,0,0,0,15.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,45.0,45.0,45.0,Medium
162107,Dhorha Kalyanpur,179,28,11,1,0,51.62,3.467648198372724,0.0614525139664804,0.0055865921787709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,45.0,7.0,38.68076377525601,Medium
162108,Behariya Kalyanpur,124,23,15,0,0,110.55,1.1216644052464948,0.1209677419354838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,45.0,45.0,40.34182145286088,Medium
162109,Mawaiya Pahalwan,1030,173,204,443,0,168.1,6.12730517549078,0.1980582524271844,0.4300970873786408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,45.0,45.0,45.010852759663024,Medium
162110,Mawaiya Raksel,263,53,58,190,0,97.3,2.7029804727646454,0.2205323193916349,0.7224334600760456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,45.0,45.0,46.172616020131095,Medium
162111,Bairi,120,16,18,8,0,72.86,1.6469942355201757,0.15,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,50.0,50.0,48.23439061119225,Medium
162112,Bashara Uperhar,1650,291,262,556,0,609.16,2.7086479742596365,0.1587878787878787,0.336969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,51.0,51.0,48.226530365903926,Medium
