village_code,village_name,population,households,children_0_6,sc_population,st_population,area_hectares,population_density,children_ratio,sc_ratio,st_ratio,chc,phc,sub_health_centre,allopathic_hospital,dispensary,treated_tap_water,hand_pump,tube_well,river_canal,pond_lake,closed_drainage,no_drainage,national_highway,state_highway,major_district_road,black_topped_road,all_weather_road,footpath,mobile_coverage,internet_csc,pds_shop,anganwadi,asha,subdistrict_hq_distance_km,district_hq_distance_km,nearest_town_distance_km
162127,Pahari Khurd,530,103,95,379,0,103.65,5.113362276893391,0.1792452830188679,0.7150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,50.0,50.0
162128,Fariha Gosain,0,0,0,0,0,31.87,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,50.0,50.0
162129,Fariha Ojha,68,14,11,11,0,86.68,0.7844946931241347,0.16176470588235295,0.16176470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,50.0,50.0
162130,Kaithi,29,6,6,26,0,158.43,0.18304614025121504,0.20689655172413793,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,55.0,55.0
162131,Bhandiwar,1763,496,338,1011,1,496.09,3.5537906428269066,0.19171866137266025,0.5734543391945547,0.0005672149744753262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.0,45.0,45.0
162132,Tendua,603,97,78,85,0,89.76,6.717914438502674,0.12935323383084577,0.14096185737976782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,24.0,46.0,46.0
162133,Kuwari Bhandwar,730,246,98,148,0,123.34,5.918598994648938,0.13424657534246576,0.20273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,24.0,46.0,46.0
162134,Raipura Dixit,125,27,18,94,0,12.36,10.11326860841424,0.144,0.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,48.0,48.0
162135,Karia Kalan,1121,194,138,138,0,261.75,4.282712511938873,0.12310437109723461,0.12310437109723461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.0,50.0,50.0
162136,Kulharia,0,0,0,0,0,50.89,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,45.0,45.0
162137,Deori Beni,1006,223,131,293,0,183.49,5.482587606954057,0.13021868787276342,0.2912524850894632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,50.0,50.0
162138,Pura Bhattu,887,168,114,584,0,135.56,6.543228090882266,0.12852311161217586,0.6583990980834273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,48.0,48.0
162139,Newaria,681,284,68,62,16,353.91,1.9242180215308975,0.09985315712187959,0.09104258443465492,0.023494860499265784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,32.0,65.0,65.0
162140,Harkhoria Khurd,215,115,27,10,0,46.84,4.590093936806149,0.12558139534883722,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,33.0,66.0,66.0
162141,Harkhoria Kalan,160,36,23,10,0,54.1,2.957486136783734,0.14375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,32.0,65.0,65.0
162142,Pahari Kalan,1154,235,206,454,0,323.68,3.56524962926347,0.17850953206239167,0.3934142114384749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,30.0,62.0,62.0
162143,Nauriha Uperhar,1766,355,272,492,0,727.24,2.4283592761674275,0.15402038505096263,0.2785956964892412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,29.0,56.0,56.0
162144,Naubasta,144,32,33,5,0,54.13,2.6602623314243488,0.22916666666666666,0.034722222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,32.0,59.0,59.0
162145,Singhpur,515,94,93,118,0,141.44,3.6411199095022626,0.18058252427184465,0.229126213592233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,50.0,50.0
162146,Basidewa,185,32,22,13,0,81.51,2.2696601643970062,0.11891891891891893,0.07027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,50.0,50.0
162147,Jigna,721,133,81,231,0,105.21,6.852960745176315,0.11234396671289876,0.32038834951456313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,25.0,50.0,50.0
162148,Mando,265,44,56,177,0,199.89,1.3257291510330682,0.21132075471698114,0.6679245283018868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,50.0,50.0
162149,Bhagdewa,691,214,70,225,0,76.03,9.088517690385373,0.10130246020260492,0.3256150506512301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,30.0,55.0,55.0
162150,Kapdaura,883,147,143,337,0,427.3,2.0664638427334423,0.16194790486976218,0.38165345413363533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,29.0,50.0,50.0
162151,Baradih,315,64,64,196,0,166.16,1.8957631198844487,0.20317460317460317,0.6222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,54.0,54.0
162152,Lonipar,964,232,172,51,0,178.93,5.387581735874364,0.17842323651452283,0.052904564315352696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,35.0,56.0,56.0
162153,Itwan,198,33,37,79,0,30.02,6.595602931379081,0.18686868686868688,0.398989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0,54.0,54.0
162154,Deora,4597,839,692,1323,102,1464.44,3.13908388189342,0.15053295627583207,0.28779638894931475,0.0221883837285186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,50.0,50.0
162155,Pandiwar,322,60,38,55,0,19.45,16.555269922879177,0.11801242236024845,0.17080745341614906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,34.0,51.0,51.0
162156,Pura Binjhoo,7,1,2,0,0,16.46,0.425273390036452,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,33.0,51.0,51.0
162157,Patti Rithaiya,0,0,0,0,0,39.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,50.0,50.0
162158,Satpura,1283,218,235,177,50,134.37,9.548262260921335,0.18316445830085737,0.13795791114575215,0.03897116134060795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,33.0,50.0,50.0
162159,Patwar,284,37,35,87,0,83.09,3.417980503068961,0.12323943661971831,0.30633802816901406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,32.0,50.0,50.0
162160,Chaukhata,996,169,143,513,0,140.81,7.073361266955472,0.14357429718875503,0.5150602409638554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,30.0,48.0,48.0
162161,Jhajhara Chaube,1061,217,159,139,56,326.25,3.2521072796934867,0.14985862393967955,0.13100848256361922,0.0527803958529689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,30.0,47.0,47.0
162162,Jhajhara Pandey,465,89,68,104,0,162.21,2.8666543369705937,0.14623655913978495,0.22365591397849463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,11.0,50.0,50.0
162163,Gadaiya Lonipar,536,87,68,149,0,131.12,4.087858450274558,0.12686567164179105,0.27798507462686567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,11.0,50.0,50.0
162164,Majhiyari Lakosa,154,24,18,16,0,66.04,2.331920048455481,0.11688311688311688,0.1038961038961039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,50.0,50.0
162165,Dhawaiya,344,53,62,111,0,91.22,3.771102828327121,0.18023255813953487,0.3226744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,45.0,45.0
162166,Lakosa Majhiyari,60,10,11,60,0,77.28,0.7763975155279503,0.18333333333333332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,50.0,17.0
162167,Chak Dhawaiya,10,2,0,10,0,10.54,0.9487666034155599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,45.0,45.0
162168,Chak Gariba,167,34,22,18,0,22.72,7.350352112676057,0.1317365269461078,0.10778443113772455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,45.0,45.0
162169,Hinauti Lunder,667,114,108,71,0,97.45,6.844535659312467,0.1619190404797601,0.10644677661169415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,18.0,47.0,47.0
162170,Hinauti Chandail,20,3,3,0,0,60.22,0.33211557622052473,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,45.0,45.0
162171,Surwal Chandail,1839,292,261,244,0,367.77,5.000407863610409,0.14192495921696574,0.13268080478520936,0.0,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,45.0,45.0
162172,Khojwa Baid,385,88,68,225,0,58.96,6.529850746268656,0.17662337662337663,0.5844155844155844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,46.0,46.0
162173,Khojhwa Sawar,160,25,20,0,0,43.16,3.7071362372567194,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,45.0,45.0
162174,Nari Bari,688,97,94,283,0,119.88,5.739072405739073,0.13662790697674418,0.4113372093023256,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,45.0,45.0
162175,Katra,0,0,0,0,0,16.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,47.0,47.0
162176,Lohra,2607,507,396,737,0,604.48,4.312797776601376,0.1518987341772152,0.28270042194092826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,25.0,47.0,47.0
162177,Gaura,391,65,28,104,0,124.84,3.132008971483499,0.07161125319693094,0.2659846547314578,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,47.0,47.0
162180,Mohabatganj Kachhar,0,0,0,0,0,101.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,24.0,0.0
162181,Madauka Kachhar,0,0,0,0,0,70.52,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
162182,Mirakhpur Kachhar,0,0,0,0,0,69.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
162183,Mahewa Patti Pashchim Kachhar,0,0,0,0,0,48.94,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
162184,Mahewa Patti Purab Uparhar,2941,523,332,1299,0,30.18,97.44864148442677,0.11288677320639239,0.4416865011900714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,6.0,6.0
162185,Mahewa Patti Purab Kachhar,43,9,5,36,0,64.96,0.6619458128078818,0.11627906976744186,0.8372093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,6.0,6.0
162186,Dandi,4185,723,723,2125,0,116.81,35.827412036640695,0.17275985663082438,0.5077658303464755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,7.0,73.0
162187,Tignauta,4268,705,594,583,0,50.16,85.08771929824562,0.13917525773195877,0.13659793814432988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,7.0,3.0
162188,Mirakhpur Uparhar,67,10,4,0,0,37.57,1.783337769496939,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0
162189,Marauka Uparhar,3382,578,528,699,0,1006.97,3.358590623355214,0.15612063867534004,0.206682436428149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,6.0,5.0
162190,Mohabatganj Uparhar,4511,715,823,372,0,300.0,15.036666666666667,0.1824429173132343,0.08246508534692973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22.0,12.0,12.0
162191,Dabhaon,3649,647,623,1538,0,163.37,22.3358021668605,0.17073170731707318,0.42148533844889013,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,18.0,8.0,4.0
162192,Dadari Ta. Naugawan,1759,292,290,415,0,119.72,14.692616104243234,0.1648664013644116,0.2359295054007959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
162193,Chak Mohiuddin,1531,267,226,1093,0,25.03,61.166600079904114,0.14761593729588504,0.7139124755062051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,8.0,50.0
162194,Chaka,4940,842,644,1703,0,234.67,21.050837346060426,0.13036437246963561,0.3447368421052632,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,8.0,50.0
162195,Chak Rana Tiwari,2279,403,266,491,24,25.6,89.0234375,0.11671785870996051,0.21544537077665643,0.010530934620447565,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,8.0,4.0
162196,Chak Ausan Tiwari,77,11,7,0,0,19.78,3.8928210313447926,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,8.0,4.0
162197,Dhanuha,2821,536,461,861,0,205.84,13.704819277108433,0.16341722793335697,0.3052109181141439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,15.0,0.0
162198,Chak Kriparam,709,104,115,265,0,25.82,27.459333849728893,0.1622002820874471,0.37376586741889983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,16.0,0.0
162199,Chak Devanand,250,32,46,175,0,7.91,31.605562579013906,0.184,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,9.0,5.0
162200,Chak Garibdas,1852,318,240,466,10,42.0,44.095238095238095,0.12958963282937366,0.25161987041036715,0.005399568034557235,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,16.0,0.0
162201,Chak Abhaydas,1517,255,252,586,0,108.12,14.03070662227155,0.16611733684904417,0.3862887277521424,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,17.0,0.0
162202,Arail Kachhar,0,0,0,0,0,230.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
162203,Chak Sayad Arab Darvesh,117,19,16,0,0,7.04,16.619318181818183,0.13675213675213677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,40.0
162204,Chak Hiranand,441,74,36,9,0,8.71,50.631458094144655,0.08163265306122448,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,4.0
162205,Chak Beniram,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
162206,Chak Bhawar Vaish,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
162207,Dewrakh Uparhar,2320,370,345,914,0,200.75,11.556662515566625,0.14870689655172414,0.3939655172413793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,10.0,3.0
162208,Dewrakh Kachhar,0,0,0,0,0,100.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,10.0,3.0
162209,Mawaiya Ta. Javthan Kachhar,0,0,0,0,0,28.48,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,3.0
162210,Chak Satai Mishir,655,105,81,0,0,11.31,57.91335101679929,0.12366412213740458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,10.0,40.0
162211,Dadari Taluka Naini Dadari,805,154,118,51,0,22.4,35.9375,0.14658385093167703,0.06335403726708075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,8.0,50.0
162212,Chak Daud Nagar,509,90,51,19,0,31.59,16.112693890471668,0.10019646365422397,0.03732809430255403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,15.0,10.0,40.0
162213,Kajipur,2328,370,271,413,0,32.0,72.75,0.11640893470790378,0.17740549828178695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,8.0
162214,Naini Taluka Naini Dadari,4991,792,620,900,0,207.0,24.11111111111111,0.12422360248447205,0.180324584251653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0
162215,Cheonki,1600,274,193,570,0,34.53,46.33651896901245,0.120625,0.35625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17.0,8.0,20.0
162216,Chak Jograj,601,128,60,78,0,32.0,18.78125,0.09983361064891846,0.129783693843594,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,8.0,1.0
162217,Chak Durgadatt,0,0,0,0,0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,0.0
162218,Chak Gulam Mohmmad,663,97,71,8,0,18.0,36.833333333333336,0.10708898944193061,0.012066365007541479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,8.0,0.0
162219,Chak Nauniya,831,120,122,28,0,22.0,37.77272727272727,0.14681107099879662,0.03369434416365824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0
162220,Chak Kabara,151,27,23,40,0,10.0,15.1,0.152317880794702,0.26490066225165565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0
162221,Chak Madho Dixit,218,38,35,0,0,14.0,15.571428571428571,0.16055045871559634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,8.0,2.0
162222,Mawaiya Uparhar,4332,699,649,86,0,259.49,16.694284943543103,0.14981532779316714,0.019852262234533704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,15.0,10.0,0.0
